193.433, 0.625
192.892, 0.697
194.154, 0.614
194.575, 0.587
195.416, 0.571
195.416, 0.558
196.558, 0.530
197.099, 0.513
196.847, 0.503
198.080, 0.473
198.782, 0.456
198.361, 0.447
200.464, 0.419
204.986, 0.404
208.937, 0.393
214.430, 0.414
216.975, 0.431
219.394, 0.448
221.918, 0.471
224.126, 0.484
228.882, 0.503
229.489, 0.520
233.275, 0.476
234.853, 0.458
233.696, 0.500
235.799, 0.445
237.809, 0.422
238.837, 0.403
241.268, 0.390
244.633, 0.368
249.288, 0.348
258.094, 0.362
261.700, 0.381
263.142, 0.393
265.666, 0.411
269.925, 0.429
269.452, 0.438
276.603, 0.418
278.706, 0.405
280.809, 0.390
282.399, 0.376
285.016, 0.351
286.804, 0.332
289.223, 0.317
292.214, 0.297
295.953, 0.281
300.861, 0.268
310.436, 0.266
314.943, 0.281
320.027, 0.300
325.062, 0.317
331.288, 0.329
339.281, 0.321
343.487, 0.298
346.852, 0.281
350.171, 0.267
355.151, 0.244
359.816, 0.227
368.306, 0.215
377.560, 0.208
385.553, 0.216
393.739, 0.233
398.593, 0.248
404.903, 0.261
412.895, 0.270
420.467, 0.264
424.253, 0.250
429.204, 0.232
434.208, 0.216
438.135, 0.201
446.548, 0.186
455.802, 0.179
465.057, 0.183
473.890, 0.192
482.303, 0.207
490.296, 0.223
498.709, 0.236
507.963, 0.240
516.797, 0.228
523.948, 0.213
530.258, 0.201
537.830, 0.184
546.664, 0.169
555.918, 0.162
565.173, 0.160
574.427, 0.163
583.681, 0.158
592.515, 0.156
600.928, 0.172
609.762, 0.189
619.017, 0.197
628.271, 0.199
637.525, 0.193
645.518, 0.178
653.090, 0.165
661.923, 0.153
671.178, 0.144
680.432, 0.139
689.687, 0.136
698.941, 0.139
708.196, 0.144
718.171, 0.148
723.760, 0.143
729.228, 0.124
736.968, 0.136
744.091, 0.158
749.660, 0.173
755.189, 0.186
762.039, 0.204
771.294, 0.214
780.548, 0.211
788.120, 0.202
794.851, 0.184
802.002, 0.168
809.153, 0.157
817.566, 0.142
826.820, 0.133
836.075, 0.129
845.329, 0.125
854.584, 0.126
863.838, 0.129
873.093, 0.138
882.347, 0.143
891.601, 0.149
899.173, 0.144
903.754, 0.120
908.358, 0.104
913.475, 0.100
922.795, 0.116
927.965, 0.132
932.405, 0.143
939.556, 0.165
947.549, 0.183
954.595, 0.196
961.598, 0.203
970.685, 0.202
979.939, 0.192
984.987, 0.186
991.717, 0.167
999.710, 0.151
1006.981, 0.140
1015.087, 0.128
1023.771, 0.122
1032.521, 0.118
1048.085, 0.114
1057.340, 0.114
1066.594, 0.115
1075.608, 0.119
1085.103, 0.119
1094.357, 0.122
1100.247, 0.121
